value,prefix,side,trial_id,instrument,subscale,item,gender,age,dominant_arm,cohort,videogame_exp,videogame_conf,exercise_conf,cue_conf,activites,measure_label
4.0,,,,sus,,3,2,24,1,4,2,1,1,2,,sus_3
4.0,,,,sus,,3,2,19,1,2,2,1,1,2,"4,7",sus_3
4.0,,,,sus,,3,3,19,1,4,"2,3,4",2,1,2,"1,2,6,7,8",sus_3
3.0,,,,sus,,3,2,22,1,3,"2,4",1,3,3,"4,6,8",sus_3
4.0,,,,sus,,3,1,22,1,4,"2,3,4",2,3,2,"1,4",sus_3
5.0,,,,sus,,3,2,25,1,1,4,2,3,2,"1,2,4",sus_3
4.0,,,,sus,,3,2,21,1,4,2,2,2,2,"4,8",sus_3
2.0,,,,sus,,3,2,22,1,2,"2,3,4",2,3,3,"1,2,4",sus_3
5.0,,,,sus,,3,2,19,2,4,"2,3,4",2,1,3,"1,2,4,5,6,7,8",sus_3
5.0,,,,sus,,3,2,20,1,3,"2,4",1,3,2,"4,5,8",sus_3
5.0,,,,sus,,3,2,21,1,4,"2,3,4",2,2,2,"2,4,8",sus_3
5.0,,,,sus,,3,1,30,1,1,"2,3,4",3,3,3,"1,2,4,5,6,7,8",sus_3
5.0,,,,sus,,3,1,22,1,4,"2,4",3,3,3,"1,2,4,5",sus_3
5.0,,,,sus,,3,1,18,1,2,"2,4",2,2,2,2,sus_3
4.0,,,,sus,,3,2,19,1,4,"2,3,4",3,2,2,"1,4,7",sus_3
3.0,,,,sus,,3,1,19,1,3,"3,4",3,2,2,"1,4",sus_3
4.0,,,,sus,,3,1,23,1,4,"2,3,4",2,3,3,"1,2,4,5",sus_3
4.0,,,,sus,,3,2,21,2,1,"2,3,4",2,2,2,"1,4,5,8",sus_3
4.0,,,,sus,,3,1,29,1,4,3,2,2,2,"1,2,4",sus_3
3.0,,,,sus,,3,2,27,2,2,2,2,2,2,"4,8",sus_3
4.0,,,,sus,,3,2,18,1,4,"2,4",2,3,3,"4,8",sus_3
6.0,,,,sus,,3,2,24,1,3,"2,3,4",2,3,3,"1,4,5,7,8",sus_3
2.0,,,,sus,,3,2,22,1,4,"2,3,4",1,3,3,8,sus_3
5.0,,,,sus,,3,2,23,1,1,"2,3,4",1,3,3,"2,4,6",sus_3
4.0,,,,sus,,3,1,21,1,4,"2,4",2,2,2,4,sus_3
5.0,,,,sus,,3,2,22,1,2,1,1,2,3,"4,8",sus_3
4.0,,,,sus,,3,2,20,1,4,"2,4",2,3,2,"1,2,4,5,6,7,8",sus_3
4.0,,,,sus,,3,2,24,1,3,"2,3,4",1,3,2,"4,8",sus_3
2.0,,,,sus,,3,2,21,1,4,"2,3,4",3,2,3,"1,2,7",sus_3
4.0,,,,sus,,4,2,20,1,1,"2,3,4",1,2,3,"1,8",sus_4
3.0,,,,sus,,4,2,21,2,4,"2,3,4",2,2,3,"1,8",sus_4
2.0,,,,sus,,4,1,20,1,2,"2,4",2,2,2,"1,2,8",sus_4
1.0,,,,sus,,4,2,21,1,4,"2,3,4",2,2,2,"1,4",sus_4
4.0,,,,sus,,4,2,21,1,3,2,2,3,2,"4,8",sus_4
1.0,,,,sus,,4,2,21,1,4,"2,3,4",3,3,3,"1,4,5,8",sus_4
2.0,,,,sus,,4,3,21,2,1,"2,3,4",2,1,2,"1,8",sus_4
4.0,,,,sus,,4,2,19,1,4,"2,4",2,3,2,"2,4,5",sus_4
1.0,,,,sus,,4,1,20,1,2,4,2,3,2,4,sus_4
5.0,,,,sus,,4,2,23,1,3,"2,3,4",1,3,2,"1,4,8",sus_4
5.0,,,,sus,,4,2,19,1,4,2,2,3,3,"1,4,8",sus_4
3.0,,,,sus,,4,2,20,2,1,"2,4",1,3,2,"1,4,6,8",sus_4
2.0,,,,sus,,4,2,22,1,4,"2,3",1,2,3,"4,5",sus_4
2.0,,,,sus,,4,2,20,1,2,2,2,2,2,"2,4,8",sus_4
2.0,,,,sus,,4,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_4
1.0,,,,sus,,4,2,20,1,2,2,2,2,2,"2,4,8",sus_4
1.0,,,,sus,,4,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_4
2.0,,,,sus,,4,2,20,1,4,"2,4",1,3,2,"1,2,4,8",sus_4
4.0,,,,sus,,4,2,19,1,3,2,2,3,2,"2,4",sus_4
2.0,,,,sus,,4,2,22,1,4,2,2,2,2,"2,4,6,8",sus_4
4.0,,,,sus,,4,2,18,1,1,2,2,2,2,"4,8",sus_4
2.0,,,,sus,,4,2,19,1,4,2,1,3,2,"2,6,8",sus_4
2.0,,,,sus,,4,2,21,1,2,"2,4",2,2,2,1,sus_4
2.0,,,,sus,,4,2,19,2,4,2,1,2,3,"4,5,6",sus_4
4.0,,,,sus,,4,1,20,1,3,"2,4",2,2,2,4,sus_4
2.0,,,,sus,,4,2,18,1,4,2,2,2,2,4,sus_4
2.0,,,,sus,,4,1,21,1,1,"2,4",2,3,3,"1,4",sus_4
1.0,,,,sus,,4,2,24,1,4,2,1,1,2,,sus_4
1.0,,,,sus,,4,2,19,1,2,2,1,1,2,"4,7",sus_4
4.0,,,,sus,,4,3,19,1,4,"2,3,4",2,1,2,"1,2,6,7,8",sus_4
4.0,,,,sus,,4,2,22,1,3,"2,4",1,3,3,"4,6,8",sus_4
2.0,,,,sus,,4,1,22,1,4,"2,3,4",2,3,2,"1,4",sus_4
4.0,,,,sus,,4,2,25,1,1,4,2,3,2,"1,2,4",sus_4
1.0,,,,sus,,4,2,21,1,4,2,2,2,2,"4,8",sus_4
3.0,,,,sus,,4,2,22,1,2,"2,3,4",2,3,3,"1,2,4",sus_4
1.0,,,,sus,,4,2,19,2,4,"2,3,4",2,1,3,"1,2,4,5,6,7,8",sus_4
4.0,,,,sus,,4,2,20,1,3,"2,4",1,3,2,"4,5,8",sus_4
4.0,,,,sus,,4,2,21,1,4,"2,3,4",2,2,2,"2,4,8",sus_4
3.0,,,,sus,,4,1,30,1,1,"2,3,4",3,3,3,"1,2,4,5,6,7,8",sus_4
1.0,,,,sus,,4,1,22,1,4,"2,4",3,3,3,"1,2,4,5",sus_4
2.0,,,,sus,,4,1,18,1,2,"2,4",2,2,2,2,sus_4
2.0,,,,sus,,4,2,19,1,4,"2,3,4",3,2,2,"1,4,7",sus_4
4.0,,,,sus,,4,1,19,1,3,"3,4",3,2,2,"1,4",sus_4
2.0,,,,sus,,4,1,23,1,4,"2,3,4",2,3,3,"1,2,4,5",sus_4
3.0,,,,sus,,4,2,21,2,1,"2,3,4",2,2,2,"1,4,5,8",sus_4
2.0,,,,sus,,4,1,29,1,4,3,2,2,2,"1,2,4",sus_4
4.0,,,,sus,,4,2,27,2,2,2,2,2,2,"4,8",sus_4
3.0,,,,sus,,4,2,18,1,4,"2,4",2,3,3,"4,8",sus_4
6.0,,,,sus,,4,2,24,1,3,"2,3,4",2,3,3,"1,4,5,7,8",sus_4
4.0,,,,sus,,4,2,22,1,4,"2,3,4",1,3,3,8,sus_4
3.0,,,,sus,,4,2,23,1,1,"2,3,4",1,3,3,"2,4,6",sus_4
2.0,,,,sus,,4,1,21,1,4,"2,4",2,2,2,4,sus_4
1.0,,,,sus,,4,2,22,1,2,1,1,2,3,"4,8",sus_4
4.0,,,,sus,,4,2,20,1,4,"2,4",2,3,2,"1,2,4,5,6,7,8",sus_4
2.0,,,,sus,,4,2,24,1,3,"2,3,4",1,3,2,"4,8",sus_4
3.0,,,,sus,,4,2,21,1,4,"2,3,4",3,2,3,"1,2,7",sus_4
4.0,,,,sus,,5,2,20,1,1,"2,3,4",1,2,3,"1,8",sus_5
5.0,,,,sus,,5,2,21,2,4,"2,3,4",2,2,3,"1,8",sus_5
4.0,,,,sus,,5,1,20,1,2,"2,4",2,2,2,"1,2,8",sus_5
4.0,,,,sus,,5,2,21,1,4,"2,3,4",2,2,2,"1,4",sus_5
5.0,,,,sus,,5,2,21,1,3,2,2,3,2,"4,8",sus_5
4.0,,,,sus,,5,2,21,1,4,"2,3,4",3,3,3,"1,4,5,8",sus_5
4.0,,,,sus,,5,3,21,2,1,"2,3,4",2,1,2,"1,8",sus_5
4.0,,,,sus,,5,2,19,1,4,"2,4",2,3,2,"2,4,5",sus_5
5.0,,,,sus,,5,1,20,1,2,4,2,3,2,4,sus_5
4.0,,,,sus,,5,2,23,1,3,"2,3,4",1,3,2,"1,4,8",sus_5
4.0,,,,sus,,5,2,19,1,4,2,2,3,3,"1,4,8",sus_5
5.0,,,,sus,,5,2,20,2,1,"2,4",1,3,2,"1,4,6,8",sus_5
5.0,,,,sus,,5,2,22,1,4,"2,3",1,2,3,"4,5",sus_5
4.0,,,,sus,,5,2,20,1,2,2,2,2,2,"2,4,8",sus_5
4.0,,,,sus,,5,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_5
5.0,,,,sus,,5,2,20,1,2,2,2,2,2,"2,4,8",sus_5
5.0,,,,sus,,5,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_5
4.0,,,,sus,,5,2,20,1,4,"2,4",1,3,2,"1,2,4,8",sus_5
3.0,,,,sus,,5,2,19,1,3,2,2,3,2,"2,4",sus_5
4.0,,,,sus,,5,2,22,1,4,2,2,2,2,"2,4,6,8",sus_5
2.0,,,,sus,,5,2,18,1,1,2,2,2,2,"4,8",sus_5
3.0,,,,sus,,5,2,19,1,4,2,1,3,2,"2,6,8",sus_5
5.0,,,,sus,,5,2,21,1,2,"2,4",2,2,2,1,sus_5
4.0,,,,sus,,5,2,19,2,4,2,1,2,3,"4,5,6",sus_5
4.0,,,,sus,,5,1,20,1,3,"2,4",2,2,2,4,sus_5
5.0,,,,sus,,5,2,18,1,4,2,2,2,2,4,sus_5
5.0,,,,sus,,5,1,21,1,1,"2,4",2,3,3,"1,4",sus_5
5.0,,,,sus,,5,2,24,1,4,2,1,1,2,,sus_5
4.0,,,,sus,,5,2,19,1,2,2,1,1,2,"4,7",sus_5
4.0,,,,sus,,5,3,19,1,4,"2,3,4",2,1,2,"1,2,6,7,8",sus_5
4.0,,,,sus,,5,2,22,1,3,"2,4",1,3,3,"4,6,8",sus_5
4.0,,,,sus,,5,1,22,1,4,"2,3,4",2,3,2,"1,4",sus_5
5.0,,,,sus,,5,2,25,1,1,4,2,3,2,"1,2,4",sus_5
5.0,,,,sus,,5,2,21,1,4,2,2,2,2,"4,8",sus_5
3.0,,,,sus,,5,2,22,1,2,"2,3,4",2,3,3,"1,2,4",sus_5
5.0,,,,sus,,5,2,19,2,4,"2,3,4",2,1,3,"1,2,4,5,6,7,8",sus_5
4.0,,,,sus,,5,2,20,1,3,"2,4",1,3,2,"4,5,8",sus_5
4.0,,,,sus,,5,2,21,1,4,"2,3,4",2,2,2,"2,4,8",sus_5
4.0,,,,sus,,5,1,30,1,1,"2,3,4",3,3,3,"1,2,4,5,6,7,8",sus_5
4.0,,,,sus,,5,1,22,1,4,"2,4",3,3,3,"1,2,4,5",sus_5
4.0,,,,sus,,5,1,18,1,2,"2,4",2,2,2,2,sus_5
5.0,,,,sus,,5,2,19,1,4,"2,3,4",3,2,2,"1,4,7",sus_5
5.0,,,,sus,,5,1,19,1,3,"3,4",3,2,2,"1,4",sus_5
4.0,,,,sus,,5,1,23,1,4,"2,3,4",2,3,3,"1,2,4,5",sus_5
5.0,,,,sus,,5,2,21,2,1,"2,3,4",2,2,2,"1,4,5,8",sus_5
3.0,,,,sus,,5,1,29,1,4,3,2,2,2,"1,2,4",sus_5
2.0,,,,sus,,5,2,27,2,2,2,2,2,2,"4,8",sus_5
5.0,,,,sus,,5,2,18,1,4,"2,4",2,3,3,"4,8",sus_5
6.0,,,,sus,,5,2,24,1,3,"2,3,4",2,3,3,"1,4,5,7,8",sus_5
4.0,,,,sus,,5,2,22,1,4,"2,3,4",1,3,3,8,sus_5
5.0,,,,sus,,5,2,23,1,1,"2,3,4",1,3,3,"2,4,6",sus_5
6.0,,,,sus,,5,1,21,1,4,"2,4",2,2,2,4,sus_5
5.0,,,,sus,,5,2,22,1,2,1,1,2,3,"4,8",sus_5
4.0,,,,sus,,5,2,20,1,4,"2,4",2,3,2,"1,2,4,5,6,7,8",sus_5
5.0,,,,sus,,5,2,24,1,3,"2,3,4",1,3,2,"4,8",sus_5
4.0,,,,sus,,5,2,21,1,4,"2,3,4",3,2,3,"1,2,7",sus_5
2.0,,,,sus,,6,2,20,1,1,"2,3,4",1,2,3,"1,8",sus_6
1.0,,,,sus,,6,2,21,2,4,"2,3,4",2,2,3,"1,8",sus_6
2.0,,,,sus,,6,1,20,1,2,"2,4",2,2,2,"1,2,8",sus_6
4.0,,,,sus,,6,2,21,1,4,"2,3,4",2,2,2,"1,4",sus_6
1.0,,,,sus,,6,2,21,1,3,2,2,3,2,"4,8",sus_6
4.0,,,,sus,,6,2,21,1,4,"2,3,4",3,3,3,"1,4,5,8",sus_6
2.0,,,,sus,,6,3,21,2,1,"2,3,4",2,1,2,"1,8",sus_6
3.0,,,,sus,,6,2,19,1,4,"2,4",2,3,2,"2,4,5",sus_6
4.0,,,,sus,,6,1,20,1,2,4,2,3,2,4,sus_6
2.0,,,,sus,,6,2,23,1,3,"2,3,4",1,3,2,"1,4,8",sus_6
3.0,,,,sus,,6,2,19,1,4,2,2,3,3,"1,4,8",sus_6
2.0,,,,sus,,6,2,20,2,1,"2,4",1,3,2,"1,4,6,8",sus_6
1.0,,,,sus,,6,2,22,1,4,"2,3",1,2,3,"4,5",sus_6
2.0,,,,sus,,6,2,20,1,2,2,2,2,2,"2,4,8",sus_6
2.0,,,,sus,,6,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_6
1.0,,,,sus,,6,2,20,1,2,2,2,2,2,"2,4,8",sus_6
1.0,,,,sus,,6,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_6
2.0,,,,sus,,6,2,20,1,4,"2,4",1,3,2,"1,2,4,8",sus_6
2.0,,,,sus,,6,2,19,1,3,2,2,3,2,"2,4",sus_6
2.0,,,,sus,,6,2,22,1,4,2,2,2,2,"2,4,6,8",sus_6
4.0,,,,sus,,6,2,18,1,1,2,2,2,2,"4,8",sus_6
4.0,,,,sus,,6,2,19,1,4,2,1,3,2,"2,6,8",sus_6
3.0,,,,sus,,6,2,21,1,2,"2,4",2,2,2,1,sus_6
2.0,,,,sus,,6,2,19,2,4,2,1,2,3,"4,5,6",sus_6
3.0,,,,sus,,6,1,20,1,3,"2,4",2,2,2,4,sus_6
2.0,,,,sus,,6,2,18,1,4,2,2,2,2,4,sus_6
1.0,,,,sus,,6,1,21,1,1,"2,4",2,3,3,"1,4",sus_6
1.0,,,,sus,,6,2,24,1,4,2,1,1,2,,sus_6
4.0,,,,sus,,6,2,19,1,2,2,1,1,2,"4,7",sus_6
4.0,,,,sus,,6,3,19,1,4,"2,3,4",2,1,2,"1,2,6,7,8",sus_6
2.0,,,,sus,,6,2,22,1,3,"2,4",1,3,3,"4,6,8",sus_6
2.0,,,,sus,,6,1,22,1,4,"2,3,4",2,3,2,"1,4",sus_6
2.0,,,,sus,,6,2,25,1,1,4,2,3,2,"1,2,4",sus_6
3.0,,,,sus,,6,2,21,1,4,2,2,2,2,"4,8",sus_6
5.0,,,,sus,,6,2,22,1,2,"2,3,4",2,3,3,"1,2,4",sus_6
2.0,,,,sus,,6,2,19,2,4,"2,3,4",2,1,3,"1,2,4,5,6,7,8",sus_6
2.0,,,,sus,,6,2,20,1,3,"2,4",1,3,2,"4,5,8",sus_6
1.0,,,,sus,,6,2,21,1,4,"2,3,4",2,2,2,"2,4,8",sus_6
1.0,,,,sus,,6,1,30,1,1,"2,3,4",3,3,3,"1,2,4,5,6,7,8",sus_6
3.0,,,,sus,,6,1,22,1,4,"2,4",3,3,3,"1,2,4,5",sus_6
2.0,,,,sus,,6,1,18,1,2,"2,4",2,2,2,2,sus_6
2.0,,,,sus,,6,2,19,1,4,"2,3,4",3,2,2,"1,4,7",sus_6
3.0,,,,sus,,6,1,19,1,3,"3,4",3,2,2,"1,4",sus_6
2.0,,,,sus,,6,1,23,1,4,"2,3,4",2,3,3,"1,2,4,5",sus_6
3.0,,,,sus,,6,2,21,2,1,"2,3,4",2,2,2,"1,4,5,8",sus_6
2.0,,,,sus,,6,1,29,1,4,3,2,2,2,"1,2,4",sus_6
2.0,,,,sus,,6,2,27,2,2,2,2,2,2,"4,8",sus_6
2.0,,,,sus,,6,2,18,1,4,"2,4",2,3,3,"4,8",sus_6
6.0,,,,sus,,6,2,24,1,3,"2,3,4",2,3,3,"1,4,5,7,8",sus_6
4.0,,,,sus,,6,2,22,1,4,"2,3,4",1,3,3,8,sus_6
1.0,,,,sus,,6,2,23,1,1,"2,3,4",1,3,3,"2,4,6",sus_6
2.0,,,,sus,,6,1,21,1,4,"2,4",2,2,2,4,sus_6
1.0,,,,sus,,6,2,22,1,2,1,1,2,3,"4,8",sus_6
2.0,,,,sus,,6,2,20,1,4,"2,4",2,3,2,"1,2,4,5,6,7,8",sus_6
2.0,,,,sus,,6,2,24,1,3,"2,3,4",1,3,2,"4,8",sus_6
2.0,,,,sus,,6,2,21,1,4,"2,3,4",3,2,3,"1,2,7",sus_6
4.0,,,,sus,,7,2,20,1,1,"2,3,4",1,2,3,"1,8",sus_7
5.0,,,,sus,,7,2,21,2,4,"2,3,4",2,2,3,"1,8",sus_7
4.0,,,,sus,,7,1,20,1,2,"2,4",2,2,2,"1,2,8",sus_7
4.0,,,,sus,,7,2,21,1,4,"2,3,4",2,2,2,"1,4",sus_7
4.0,,,,sus,,7,2,21,1,3,2,2,3,2,"4,8",sus_7
5.0,,,,sus,,7,2,21,1,4,"2,3,4",3,3,3,"1,4,5,8",sus_7
5.0,,,,sus,,7,3,21,2,1,"2,3,4",2,1,2,"1,8",sus_7
4.0,,,,sus,,7,2,19,1,4,"2,4",2,3,2,"2,4,5",sus_7
5.0,,,,sus,,7,1,20,1,2,4,2,3,2,4,sus_7
2.0,,,,sus,,7,2,23,1,3,"2,3,4",1,3,2,"1,4,8",sus_7
5.0,,,,sus,,7,2,19,1,4,2,2,3,3,"1,4,8",sus_7
5.0,,,,sus,,7,2,20,2,1,"2,4",1,3,2,"1,4,6,8",sus_7
5.0,,,,sus,,7,2,22,1,4,"2,3",1,2,3,"4,5",sus_7
5.0,,,,sus,,7,2,20,1,2,2,2,2,2,"2,4,8",sus_7
5.0,,,,sus,,7,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_7
5.0,,,,sus,,7,2,20,1,2,2,2,2,2,"2,4,8",sus_7
5.0,,,,sus,,7,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_7
5.0,,,,sus,,7,2,20,1,4,"2,4",1,3,2,"1,2,4,8",sus_7
4.0,,,,sus,,7,2,19,1,3,2,2,3,2,"2,4",sus_7
5.0,,,,sus,,7,2,22,1,4,2,2,2,2,"2,4,6,8",sus_7
3.0,,,,sus,,7,2,18,1,1,2,2,2,2,"4,8",sus_7
4.0,,,,sus,,7,2,19,1,4,2,1,3,2,"2,6,8",sus_7
5.0,,,,sus,,7,2,21,1,2,"2,4",2,2,2,1,sus_7
6.0,,,,sus,,7,2,19,2,4,2,1,2,3,"4,5,6",sus_7
4.0,,,,sus,,7,1,20,1,3,"2,4",2,2,2,4,sus_7
5.0,,,,sus,,7,2,18,1,4,2,2,2,2,4,sus_7
5.0,,,,sus,,7,1,21,1,1,"2,4",2,3,3,"1,4",sus_7
4.0,,,,sus,,7,2,24,1,4,2,1,1,2,,sus_7
5.0,,,,sus,,7,2,19,1,2,2,1,1,2,"4,7",sus_7
4.0,,,,sus,,7,3,19,1,4,"2,3,4",2,1,2,"1,2,6,7,8",sus_7
4.0,,,,sus,,7,2,22,1,3,"2,4",1,3,3,"4,6,8",sus_7
4.0,,,,sus,,7,1,22,1,4,"2,3,4",2,3,2,"1,4",sus_7
5.0,,,,sus,,7,2,25,1,1,4,2,3,2,"1,2,4",sus_7
5.0,,,,sus,,7,2,21,1,4,2,2,2,2,"4,8",sus_7
2.0,,,,sus,,7,2,22,1,2,"2,3,4",2,3,3,"1,2,4",sus_7
5.0,,,,sus,,7,2,19,2,4,"2,3,4",2,1,3,"1,2,4,5,6,7,8",sus_7
4.0,,,,sus,,7,2,20,1,3,"2,4",1,3,2,"4,5,8",sus_7
4.0,,,,sus,,7,2,21,1,4,"2,3,4",2,2,2,"2,4,8",sus_7
5.0,,,,sus,,7,1,30,1,1,"2,3,4",3,3,3,"1,2,4,5,6,7,8",sus_7
5.0,,,,sus,,7,1,22,1,4,"2,4",3,3,3,"1,2,4,5",sus_7
5.0,,,,sus,,7,1,18,1,2,"2,4",2,2,2,2,sus_7
4.0,,,,sus,,7,2,19,1,4,"2,3,4",3,2,2,"1,4,7",sus_7
5.0,,,,sus,,7,1,19,1,3,"3,4",3,2,2,"1,4",sus_7
4.0,,,,sus,,7,1,23,1,4,"2,3,4",2,3,3,"1,2,4,5",sus_7
5.0,,,,sus,,7,2,21,2,1,"2,3,4",2,2,2,"1,4,5,8",sus_7
3.0,,,,sus,,7,1,29,1,4,3,2,2,2,"1,2,4",sus_7
2.0,,,,sus,,7,2,27,2,2,2,2,2,2,"4,8",sus_7
3.0,,,,sus,,7,2,18,1,4,"2,4",2,3,3,"4,8",sus_7
6.0,,,,sus,,7,2,24,1,3,"2,3,4",2,3,3,"1,4,5,7,8",sus_7
2.0,,,,sus,,7,2,22,1,4,"2,3,4",1,3,3,8,sus_7
5.0,,,,sus,,7,2,23,1,1,"2,3,4",1,3,3,"2,4,6",sus_7
6.0,,,,sus,,7,1,21,1,4,"2,4",2,2,2,4,sus_7
5.0,,,,sus,,7,2,22,1,2,1,1,2,3,"4,8",sus_7
5.0,,,,sus,,7,2,20,1,4,"2,4",2,3,2,"1,2,4,5,6,7,8",sus_7
5.0,,,,sus,,7,2,24,1,3,"2,3,4",1,3,2,"4,8",sus_7
2.0,,,,sus,,7,2,21,1,4,"2,3,4",3,2,3,"1,2,7",sus_7
2.0,,,,sus,,8,2,20,1,1,"2,3,4",1,2,3,"1,8",sus_8
1.0,,,,sus,,8,2,21,2,4,"2,3,4",2,2,3,"1,8",sus_8
2.0,,,,sus,,8,1,20,1,2,"2,4",2,2,2,"1,2,8",sus_8
2.0,,,,sus,,8,2,21,1,4,"2,3,4",2,2,2,"1,4",sus_8
3.0,,,,sus,,8,2,21,1,3,2,2,3,2,"4,8",sus_8
1.0,,,,sus,,8,2,21,1,4,"2,3,4",3,3,3,"1,4,5,8",sus_8
4.0,,,,sus,,8,3,21,2,1,"2,3,4",2,1,2,"1,8",sus_8
2.0,,,,sus,,8,2,19,1,4,"2,4",2,3,2,"2,4,5",sus_8
3.0,,,,sus,,8,1,20,1,2,4,2,3,2,4,sus_8
5.0,,,,sus,,8,2,23,1,3,"2,3,4",1,3,2,"1,4,8",sus_8
4.0,,,,sus,,8,2,19,1,4,2,2,3,3,"1,4,8",sus_8
1.0,,,,sus,,8,2,20,2,1,"2,4",1,3,2,"1,4,6,8",sus_8
2.0,,,,sus,,8,2,22,1,4,"2,3",1,2,3,"4,5",sus_8
2.0,,,,sus,,8,2,20,1,2,2,2,2,2,"2,4,8",sus_8
2.0,,,,sus,,8,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_8
1.0,,,,sus,,8,2,20,1,2,2,2,2,2,"2,4,8",sus_8
1.0,,,,sus,,8,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_8
2.0,,,,sus,,8,2,20,1,4,"2,4",1,3,2,"1,2,4,8",sus_8
2.0,,,,sus,,8,2,19,1,3,2,2,3,2,"2,4",sus_8
4.0,,,,sus,,8,2,22,1,4,2,2,2,2,"2,4,6,8",sus_8
4.0,,,,sus,,8,2,18,1,1,2,2,2,2,"4,8",sus_8
3.0,,,,sus,,8,2,19,1,4,2,1,3,2,"2,6,8",sus_8
3.0,,,,sus,,8,2,21,1,2,"2,4",2,2,2,1,sus_8
3.0,,,,sus,,8,2,19,2,4,2,1,2,3,"4,5,6",sus_8
2.0,,,,sus,,8,1,20,1,3,"2,4",2,2,2,4,sus_8
1.0,,,,sus,,8,2,18,1,4,2,2,2,2,4,sus_8
1.0,,,,sus,,8,1,21,1,1,"2,4",2,3,3,"1,4",sus_8
1.0,,,,sus,,8,2,24,1,4,2,1,1,2,,sus_8
3.0,,,,sus,,8,2,19,1,2,2,1,1,2,"4,7",sus_8
2.0,,,,sus,,8,3,19,1,4,"2,3,4",2,1,2,"1,2,6,7,8",sus_8
3.0,,,,sus,,8,2,22,1,3,"2,4",1,3,3,"4,6,8",sus_8
1.0,,,,sus,,8,1,22,1,4,"2,3,4",2,3,2,"1,4",sus_8
2.0,,,,sus,,8,2,25,1,1,4,2,3,2,"1,2,4",sus_8
2.0,,,,sus,,8,2,21,1,4,2,2,2,2,"4,8",sus_8
3.0,,,,sus,,8,2,22,1,2,"2,3,4",2,3,3,"1,2,4",sus_8
2.0,,,,sus,,8,2,19,2,4,"2,3,4",2,1,3,"1,2,4,5,6,7,8",sus_8
1.0,,,,sus,,8,2,20,1,3,"2,4",1,3,2,"4,5,8",sus_8
3.0,,,,sus,,8,2,21,1,4,"2,3,4",2,2,2,"2,4,8",sus_8
1.0,,,,sus,,8,1,30,1,1,"2,3,4",3,3,3,"1,2,4,5,6,7,8",sus_8
2.0,,,,sus,,8,1,22,1,4,"2,4",3,3,3,"1,2,4,5",sus_8
3.0,,,,sus,,8,1,18,1,2,"2,4",2,2,2,2,sus_8
1.0,,,,sus,,8,2,19,1,4,"2,3,4",3,2,2,"1,4,7",sus_8
2.0,,,,sus,,8,1,19,1,3,"3,4",3,2,2,"1,4",sus_8
2.0,,,,sus,,8,1,23,1,4,"2,3,4",2,3,3,"1,2,4,5",sus_8
1.0,,,,sus,,8,2,21,2,1,"2,3,4",2,2,2,"1,4,5,8",sus_8
1.0,,,,sus,,8,1,29,1,4,3,2,2,2,"1,2,4",sus_8
2.0,,,,sus,,8,2,27,2,2,2,2,2,2,"4,8",sus_8
2.0,,,,sus,,8,2,18,1,4,"2,4",2,3,3,"4,8",sus_8
6.0,,,,sus,,8,2,24,1,3,"2,3,4",2,3,3,"1,4,5,7,8",sus_8
3.0,,,,sus,,8,2,22,1,4,"2,3,4",1,3,3,8,sus_8
3.0,,,,sus,,8,2,23,1,1,"2,3,4",1,3,3,"2,4,6",sus_8
2.0,,,,sus,,8,1,21,1,4,"2,4",2,2,2,4,sus_8
1.0,,,,sus,,8,2,22,1,2,1,1,2,3,"4,8",sus_8
2.0,,,,sus,,8,2,20,1,4,"2,4",2,3,2,"1,2,4,5,6,7,8",sus_8
2.0,,,,sus,,8,2,24,1,3,"2,3,4",1,3,2,"4,8",sus_8
2.0,,,,sus,,8,2,21,1,4,"2,3,4",3,2,3,"1,2,7",sus_8
3.0,,,,sus,,9,2,20,1,1,"2,3,4",1,2,3,"1,8",sus_9
4.0,,,,sus,,9,2,21,2,4,"2,3,4",2,2,3,"1,8",sus_9
3.0,,,,sus,,9,1,20,1,2,"2,4",2,2,2,"1,2,8",sus_9
3.0,,,,sus,,9,2,21,1,4,"2,3,4",2,2,2,"1,4",sus_9
4.0,,,,sus,,9,2,21,1,3,2,2,3,2,"4,8",sus_9
4.0,,,,sus,,9,2,21,1,4,"2,3,4",3,3,3,"1,4,5,8",sus_9
3.0,,,,sus,,9,3,21,2,1,"2,3,4",2,1,2,"1,8",sus_9
3.0,,,,sus,,9,2,19,1,4,"2,4",2,3,2,"2,4,5",sus_9
5.0,,,,sus,,9,1,20,1,2,4,2,3,2,4,sus_9
1.0,,,,sus,,9,2,23,1,3,"2,3,4",1,3,2,"1,4,8",sus_9
4.0,,,,sus,,9,2,19,1,4,2,2,3,3,"1,4,8",sus_9
